"Date","Open","High","Low","Close","Adj.Close","Volume","MA_20","MA_50"
2018-03-14,318.160004,323.880005,317.700012,321.549988,321.549988,10475100,299.2294984,NA
2018-03-15,323.170013,323.399994,318.140015,321.089996,321.089996,5642900,301.9839982,NA
2018-03-16,321.420013,324.109985,318.369995,318.450012,318.450012,7333700,303.89299935,NA
2018-03-19,315.799988,317,307.339996,313.480011,313.480011,9925200,305.64100045,NA
2018-03-20,313.26001,319.5,312.799988,317.5,317.5,5991900,307.58850105,NA
2018-03-21,316.350006,319.399994,314.51001,316.480011,316.480011,5263900,309.36050115,NA
2018-03-22,313.070007,314.119995,305.660004,306.700012,306.700012,8063300,310.788501,NA
2018-03-23,307.410004,309.369995,300.359985,300.940002,300.940002,9529900,311.53900145,NA
2018-03-26,309.359985,321.029999,302,320.350006,320.350006,11988300,312.84850155,NA
2018-03-27,322.48999,322.899994,297,300.690002,300.690002,12068600,313.3525024,NA
2018-03-28,298.390015,298.799988,281.609985,285.769989,285.769989,18972900,313.0720016,NA
2018-03-29,287,295.350006,275.899994,295.350006,295.350006,19145500,313.32000115,NA
2018-04-02,291.940002,292.869995,275.049988,280.290009,280.290009,13405800,312.2820022,NA
2018-04-03,285.450012,291.25,278.01001,283.670013,283.670013,12694900,310.71550285,NA
2018-04-04,273.630005,290.309998,271.220001,288.940002,288.940002,12914000,308.9015029,NA
2018-04-05,293.149994,299.160004,289.109985,293.970001,293.970001,10655200,307.54200275,NA
2018-04-06,289.100006,298.850006,285.649994,288.850006,288.850006,11444800,306.13450305,NA
2018-04-09,291.769989,299.549988,289.119995,289.929993,289.929993,9853600,304.0590026,NA
2018-04-10,297.679993,298.950012,291.690002,298.070007,298.070007,10660500,302.89750355,NA
2018-04-11,302.880005,311.640015,301.820007,303.670013,303.670013,14877400,302.28700395,NA
2018-04-12,309.720001,311.130005,306.75,309.25,309.25,10249400,301.67200455,NA
2018-04-13,317.290009,317.48999,308.230011,311.649994,311.649994,12046600,301.20000445,NA
2018-04-16,315.98999,316.100006,304,307.779999,307.779999,20307900,300.6665038,NA
2018-04-17,329.660004,338.619995,323.769989,336.059998,336.059998,33866500,301.79550315,295.47700104
2018-04-18,336.299988,338.820007,331.100006,334.519989,334.519989,11221100,302.6465026,297.08220092
2018-04-19,332.880005,335.309998,326.769989,332.700012,332.700012,8438800,303.45750265,298.42180114
2018-04-20,332.220001,336.51001,326,327.769989,327.769989,9158700,304.5110015,299.68600096
2018-04-23,329.149994,331.220001,317.079987,318.690002,318.690002,8968000,305.3985015,301.05780088
2018-04-24,319.220001,320.25,302.309998,307.019989,307.019989,13893200,304.73200065,302.20880064
2018-04-25,306.369995,309.980011,292.619995,305.76001,305.76001,14919700,304.98550105,303.1650006
2018-04-26,310,316.630005,305.579987,313.980011,313.980011,9266700,306.39600215,304.27920104
2018-04-27,316.25,317.450012,306.5,311.76001,311.76001,7074400,307.21650235,305.19440124
2018-04-30,311.070007,317.880005,310.119995,312.459991,312.459991,6088800,308.82500145,305.83820128
2018-05-01,310.359985,313.480011,306.690002,313.299988,313.299988,6036600,310.3065002,306.53380126
2018-05-02,311.649994,317.100006,310.399994,313.359985,313.359985,5697100,311.52749935,307.2300012
2018-05-03,312.589996,312.589996,305.730011,311.690002,311.690002,6135800,312.4134994,307.84300106
2018-05-04,308.709991,320.980011,307.670013,320.089996,320.089996,8209500,313.9754989,308.68200068
2018-05-07,321.98999,329.019989,319.339996,326.26001,326.26001,7117800,315.79199975,309.48860102
2018-05-08,325.899994,327.350006,323.049988,326.890015,326.890015,4735700,317.23300015,310.14320124
2018-05-09,328.790009,331.950012,327.51001,330.299988,330.299988,5633400,318.5644989,310.9370013
2018-05-10,331.5,332.059998,327.339996,329.600006,329.600006,5302300,319.5819992,311.70140132
2018-05-11,329.649994,331.26001,324.869995,326.459991,326.459991,4589700,320.32249905,312.42280084
2018-05-14,327.25,330.5,327.040009,328.529999,328.529999,4089800,321.35999905,312.97240106
2018-05-15,325.940002,326.940002,322.429993,326.130005,326.130005,4746100,320.8634994,313.19500116
2018-05-16,326.279999,329.720001,325.140015,328.190002,328.190002,3671700,320.54700005,313.25440118
2018-05-17,327.529999,330.450012,323.170013,325.220001,325.220001,4935700,320.1729995,313.33560112
2018-05-18,324.899994,326.420013,322.799988,324.179993,324.179993,3577700,319.9934997,313.47920098
2018-05-21,327.109985,331.880005,325.450012,331.820007,331.820007,6657300,320.64999995,313.48680108
2018-05-22,334.049988,336.630005,331.149994,331.619995,331.619995,5964400,321.88000025,313.69320122
2018-05-23,329.040009,345,328.089996,344.720001,344.720001,10049100,323.8279998,314.27000114
2018-05-24,344.339996,354,341.119995,349.290009,349.290009,14758600,325.5934997,314.82480156
2018-05-25,349.899994,354.359985,348.829987,351.290009,351.290009,7817400,327.56999965,315.42880182
2018-05-29,351.5,356.100006,346.709991,349.730011,349.730011,9717900,329.43350065,316.0544018
2018-05-30,352.369995,354,349.26001,353.540009,353.540009,5685500,331.4455017,316.85560176
2018-05-31,353.799988,355.529999,350.209991,351.600006,351.600006,6921700,333.35750275,317.53760188
2018-06-01,353.880005,359.98999,352.820007,359.929993,359.929993,7112300,335.7695023,318.40660152
2018-06-04,362.679993,363,355.51001,361.809998,361.809998,7682000,337.8555024,319.50880124
2018-06-05,363.320007,369.829987,361.410004,365.799988,365.799988,8358000,339.8325013,320.80600096
2018-06-06,367.779999,369.679993,363.329987,367.450012,367.450012,7712300,341.86050115,321.74800108
2018-06-07,368.540009,368.700012,357.799988,361.399994,361.399994,8278000,343.41550145,322.96220092
2018-06-08,358.059998,362.390015,356.25,360.570007,360.570007,5225700,344.9640015,324.45820128
2018-06-11,361.880005,365.670013,360.910004,361.450012,361.450012,4432400,346.71350255,325.7802014
2018-06-12,363.600006,365.980011,362,363.829987,363.829987,4291000,348.47850195,327.45100096
2018-06-13,367.529999,384.25,364.109985,379.929993,379.929993,18222800,351.16850135,329.37620056
2018-06-14,384.269989,395.029999,383.25,392.869995,392.869995,14598300,354.402501,331.45480042
2018-06-15,390.709991,398.859985,387.51001,391.980011,391.980011,13588100,357.7405015,333.41500062
2018-06-18,387.720001,393.160004,386.5,390.399994,390.399994,6824800,361.05150155,335.44600038
2018-06-19,389.5,405.290009,388.5,404.980011,404.980011,16697100,364.70950175,337.74700074
2018-06-20,415.149994,419.470001,409.600006,416.76001,416.76001,16494600,368.9665025,340.1208008
2018-06-21,421.380005,423.209991,406.369995,415.440002,415.440002,18389900,372.50250255,342.35620058
2018-06-22,419.980011,420.5,409.649994,411.089996,411.089996,10428600,375.5925019,344.3930005
2018-06-25,404.690002,405.98999,378.75,384.480011,384.480011,22490900,377.252002,345.84960084
2018-06-26,393.279999,404.779999,389.049988,399.390015,399.390015,15191200,379.7350022,347.68180116
2018-06-27,407.559998,411.589996,390,390.390015,390.390015,16541400,381.5775025,348.7684015
2018-06-28,395,396.899994,387.100006,395.420013,395.420013,12219900,383.76850285,349.98640198
2018-06-29,399.190002,401.329987,390.549988,391.429993,391.429993,9252500,385.34350285,351.1610016
2018-07-02,385.450012,398.380005,380,398.179993,398.179993,8142500,387.1620026,352.56920168
2018-07-03,399.48999,399.980011,389.5,390.519989,390.519989,5280300,388.39800265,354.00580142
2018-07-05,393.799988,399.23999,390.859985,398.390015,398.390015,8448900,389.9450028,355.83320194
2018-07-06,397.450012,408.649994,395.519989,408.25,408.25,8629600,392.2875031,357.88300174
2018-07-09,415.950012,419.119995,411.100006,418.970001,418.970001,11127500,395.2075028,359.98280154
2018-07-10,417.23999,419.440002,413.079987,415.630005,415.630005,9382900,397.91650245,362.06020144
2018-07-11,411.339996,419.769989,410.600006,418.649994,418.649994,9713900,400.6575028,364.1840015
2018-07-12,415.160004,416.790009,407.799988,413.5,413.5,12743300,402.33600315,366.18800174
2018-07-13,409.190002,410,395.079987,395.799988,395.799988,15719000,402.4825028,367.8368018
2018-07-16,398.980011,403.359985,391.75,400.480011,400.480011,22960000,402.9075028,369.61260198
2018-07-17,346.950012,385,344,379.480011,379.480011,58410400,402.36150365,370.80040228
2018-07-18,381.23999,383.130005,372.359985,375.130005,375.130005,21746300,400.86900335,371.77780218
2018-07-19,371.059998,375.75,363,364.230011,364.230011,16878700,398.2425034,372.5246021
2018-07-20,364.920013,370.5,360.140015,361.049988,361.049988,15096700,395.5230027,373.1396021
2018-07-23,359.149994,363.899994,353.600006,362.660004,362.660004,11505200,393.1015031,373.80080206
2018-07-24,366.940002,367.399994,354.559998,357.320007,357.320007,12851500,391.7435029,374.41800238
2018-07-25,357.570007,363.279999,355.649994,362.869995,362.869995,8467800,389.9175019,375.1048023
2018-07-26,358.190002,365.540009,356.630005,363.089996,363.089996,6993700,388.55250095,375.84400212
2018-07-27,366.850006,367,351.649994,355.209991,355.209991,8949500,386.54199985,376.3844019
2018-07-30,351.929993,352.029999,334.019989,334.959991,334.959991,18260700,383.71849975,376.5792017
2018-07-31,331.51001,342.5,328,337.450012,337.450012,14085400,380.6820007,376.84460208
2018-08-01,335.869995,344.410004,334.019989,338.380005,338.380005,7790500,378.0750015,376.97580204
2018-08-02,337.230011,345,334.709991,344.5,344.5,7131300,375.38050075,377.23340214
2018-08-03,347.75,347.859985,338.480011,343.089996,343.089996,8848400,372.12250055,377.20080204
2018-08-06,342.869995,351.980011,341.73999,350.920013,350.920013,8198100,368.72000115,377.23340212
2018-08-07,353.230011,357.309998,349.01001,351.829987,351.829987,7970900,365.53000025,377.24420168
2018-08-08,352.209991,352.290009,346.609985,347.609985,347.609985,5394700,361.9779998,377.20180116
2018-08-09,347.959991,352.440002,345.820007,349.359985,349.359985,4820300,358.77099905,377.11820068
2018-08-10,346.910004,349.100006,344.420013,345.869995,345.869995,4328400,356.2744994,377.00360046
2018-08-13,339.890015,347.190002,339.070007,341.309998,341.309998,6888900,353.31599875,376.63120056
2018-08-14,342.089996,342.410004,336.25,337.48999,337.48999,5805200,351.2164977,376.1448004
2018-08-15,334.029999,335.5,321,326.399994,326.399994,11784500,348.77999715,375.35680052
2018-08-16,329.899994,331.170013,321.209991,322.440002,322.440002,6689700,346.6904967,374.45660032
2018-08-17,319.01001,324.369995,312.959991,316.779999,316.779999,10407900,344.47699725,373.56420042
2018-08-20,314.640015,331.600006,310.929993,327.730011,327.730011,13591100,342.7304976,372.9074005
2018-08-21,331,341.5,329.700012,338.019989,338.019989,14783200,341.7654967,372.43880004
2018-08-22,338.48999,346.209991,337.410004,344.440002,344.440002,8930700,340.84399705,372.05100034
2018-08-23,348.109985,350.079987,337.649994,339.170013,339.170013,11336400,339.6479979,371.23580074
2018-08-24,346,359.149994,344.540009,358.820007,358.820007,14729100,339.8284987,370.55480098
2018-08-27,367.149994,374.48999,360,364.579987,364.579987,17427300,341.3094985,370.0068005
2018-08-28,367.230011,369.98999,360.380005,368.48999,368.48999,9222600,342.8614974,369.56860042
2018-08-29,367.200012,369.859985,362.910004,368.040009,368.040009,8118700,344.3444976,368.82980038
2018-08-30,365,376.809998,363.540009,370.980011,370.980011,10981000,345.66849815,367.9142004
2018-08-31,370.660004,376,367.079987,367.679993,367.679993,7943400,346.897998,366.95900022
2018-09-04,366.470001,368.880005,361.26001,363.600006,363.600006,7605200,347.53199765,366.00920042
2018-09-05,360,363.390015,335.829987,341.179993,341.179993,13092800,346.99949795,365.14320006
2018-09-06,347.440002,356,341.98999,346.459991,346.459991,13050200,346.94199825,364.08459958
2018-09-07,342.200012,355.75,341.25,348.679993,348.679993,9105800,346.90799865,363.25039914
2018-09-10,352.269989,352.5,343.079987,348.410004,348.410004,5752200,347.0349991,362.31019896
2018-09-11,344.670013,356.149994,343.899994,355.929993,355.929993,6198100,347.76599885,361.60019896
2018-09-12,359.079987,370.429993,356.23999,369.950012,369.950012,10480800,349.38899995,361.03559934
2018-09-13,371.910004,374.089996,366.839996,368.149994,368.149994,8366100,351.47649995,360.58819944
2018-09-14,368.549988,371.089996,363.459991,364.559998,364.559998,4756400,353.58249975,359.9115991
2018-09-17,364.220001,367.329987,349.570007,350.350006,350.350006,7071900,355.2610001,358.75359922
2018-09-18,353.670013,368.149994,351.559998,367.649994,367.649994,10414000,357.25699925,357.72719908
2018-09-19,373.950012,377.609985,359.170013,366.959991,366.959991,11876800,358.70399935,356.7537988
2018-09-20,370.26001,370.26001,363.170013,365.359985,365.359985,6768100,359.7499985,355.68799862
2018-09-21,366.589996,372.220001,360.73999,361.190002,361.190002,11930600,360.85099795,354.64179866
2018-09-24,359,373.640015,354.329987,369.609985,369.609985,9322500,361.39049685,354.1179986
2018-09-25,370.230011,371.339996,364.48999,369.429993,369.429993,6799800,361.63299715,353.49699824
2018-09-26,373.589996,382,370.880005,377.880005,377.880005,13799700,362.1024979,353.46499812
2018-09-27,379.869995,383.200012,376,380.709991,380.709991,7326200,362.735997,353.57659784
2018-09-28,379.23999,380.799988,373.730011,374.130005,374.130005,7114900,362.8934967,353.77459772
2018-10-01,375.850006,386.109985,375.589996,381.429993,381.429993,8376600,363.5809967,354.18219782
2018-10-02,384.380005,386.799988,373.829987,377.140015,377.140015,8638700,364.25799715,354.47179804
2018-10-03,378.529999,380.929993,374.880005,377.049988,377.049988,5798600,366.0514969,354.86639766
2018-10-04,375.880005,375.920013,360.399994,363.649994,363.649994,9074400,366.91099705,354.88199764
2018-10-05,359.769989,363.5,343,351.350006,351.350006,13523000,367.0444977,354.64719784
2018-10-08,345.179993,352.950012,338.109985,349.100006,349.100006,12375500,367.0789978,354.52499814
2018-10-09,348.480011,358.720001,347.089996,355.709991,355.709991,8755000,367.0679977,354.93999814
2018-10-10,353.519989,355.149994,325.390015,325.890015,325.890015,17183100,364.86499785,354.7087982
2018-10-11,324.940002,334.200012,315.809998,321.100006,321.100006,16082100,362.51249845,354.36319822
2018-10-12,339.570007,341.299988,328.899994,339.559998,339.559998,14870800,361.26249845,354.26439818
2018-10-15,337.630005,339.209991,326.929993,333.130005,333.130005,11215000,360.4014984,354.06519836
2018-10-16,337.23999,347.950012,330.559998,346.399994,346.399994,20156400,359.3389984,353.97479798
2018-10-17,378.329987,380,356.5,364.700012,364.700012,32610900,359.22599945,354.23219848
2018-10-18,360.670013,362.200012,346.049988,346.709991,346.709991,18461000,358.29349975,354.2141986
2018-10-19,351,355.799988,332.200012,332.670013,332.670013,16717200,356.8675003,353.88039916
2018-10-22,333.100006,335.799988,320.339996,329.540009,329.540009,17097200,354.8640015,353.55379944
2018-10-23,318,336.579987,316.769989,333.160004,333.160004,14907300,353.05050205,353.39079956
2018-10-24,332.279999,333,300.730011,301.829987,301.829987,19039300,349.24800115,352.6775995
2018-10-25,307.119995,319.940002,305.25,312.869995,312.869995,13346900,345.85600135,352.40699952
2018-10-26,300.51001,313.98999,292.299988,299.829987,299.829987,19616000,342.14100045,351.95479922
2018-10-29,305.26001,307.890015,275.399994,284.839996,284.839996,21698800,337.3115006,351.31599916
2018-10-30,275.570007,290.519989,271.209991,285.809998,285.809998,23685700,332.74499975,350.4775989
2018-10-31,297.769989,311.5,295.049988,301.779999,301.779999,20360300,328.9815003,349.7527991
2018-11-01,304.589996,318.450012,296.670013,317.380005,317.380005,15121500,326.66800085,349.21159916
2018-11-02,318,321.880005,308.329987,309.100006,309.100006,13404600,324.55550085,348.61019902
2018-11-05,311.100006,317.529999,303.73999,315.440002,315.440002,10283000,322.87250065,347.74259892
2018-11-06,314.76001,320.220001,305.299988,310.839996,310.839996,9710400,320.6290009,346.6677991
2018-11-07,312.899994,328.559998,311,327.5,327.5,13328300,320.70950015,345.8479993
2018-11-08,328,332.049988,316.609985,317.920013,317.920013,11023900,320.5505005,344.84559938
2018-11-09,311.070007,312.980011,298.01001,303.470001,303.470001,13480800,318.74600065,343.49539918
2018-11-12,300,302.48999,290.630005,294.070007,294.070007,10924800,316.79300075,342.02319946
2018-11-13,295,303.549988,289.100006,294.399994,294.399994,12232200,314.19300075,340.63919922
2018-11-14,300.399994,301.839996,278.299988,286.730011,286.730011,16853600,310.2945007,339.55019958
2018-11-15,285.51001,292.5,282.160004,290.059998,290.059998,9967100,307.46200105,338.42219972
2018-11-16,287.140015,291.720001,281,286.209991,286.209991,9099500,305.13899995,337.17279968
2018-11-19,283.790009,285.089996,269.149994,270.600006,270.600006,12993800,302.1919998,335.61659972
2018-11-20,254.630005,276.339996,250,266.980011,266.980011,16693800,298.88300015,333.83760008
2018-11-21,274.420013,275.339996,261.51001,262.130005,262.130005,11023000,296.89800105,331.68119994
2018-11-23,260.109985,265.5,256.839996,258.820007,258.820007,5245100,294.19550165,329.4946002
2018-11-26,260.549988,266.25,253.800003,261.429993,261.429993,12498600,292.27550195,327.4320001
2018-11-27,259.23999,269.079987,256.140015,266.630005,266.630005,11149500,291.3650024,325.75760008
2018-11-28,271.980011,284,263.339996,282.649994,282.649994,14801300,291.2070022,324.05760008
2018-11-29,282.320007,290.48999,275.5,288.75,288.75,15431500,290.55550225,322.49340026
2018-11-30,288,290.809998,283.059998,286.130005,286.130005,11860100,288.99300225,320.90880066
2018-12-03,293.190002,298.720001,284.579987,290.299988,290.299988,14117400,288.05300135,319.49100038
2018-12-04,288.130005,295.73999,274.720001,275.329987,275.329987,12800600,286.0475006,317.60540042
2018-12-06,268.329987,283.220001,267.140015,282.880005,282.880005,13074300,284.64950105,315.87440066
2018-12-07,282.480011,284.209991,263.380005,265.140015,265.140015,12466700,281.5315018,313.61960086
2018-12-10,264.190002,271.179993,260.609985,269.700012,269.700012,9605600,279.12050175,311.39940128
2018-12-11,274.079987,274.5,262.76001,265.320007,265.320007,9843200,277.21300205,309.22320132
2018-12-12,267.660004,281.769989,266.480011,274.880005,274.880005,11456700,276.25350195,307.09220156
2018-12-13,277.640015,279.320007,271.850006,276.019989,276.019989,8379300,275.3345017,305.06980104
2018-12-14,271.809998,277.670013,265,266.839996,266.839996,9915300,274.34000095,302.8656012
2018-12-17,266.51001,272.980011,261.079987,262.799988,262.799988,9634700,272.97700045,300.84860108
2018-12-18,263.299988,275.75,263.290009,270.940002,270.940002,10350100,272.213501,299.240401
2018-12-19,269.959991,280.869995,263.769989,266.769989,266.769989,13788400,272.02200015,297.59380066
2018-12-20,264.640015,269.899994,251.880005,260.579987,260.579987,16792900,271.70199895,295.69120058
2018-12-21,263.829987,264.5,241.289993,246.389999,246.389999,21397600,270.91499865,294.10120026
2018-12-24,242,250.649994,233.679993,233.880005,233.880005,9547600,269.66799855,292.35680024
2018-12-26,233.919998,254.5,231.229996,253.669998,253.669998,14402700,269.2799988,290.63900024
2018-12-27,250.110001,255.589996,240.100006,255.570007,255.570007,12235200,268.7269989,289.08780028
2018-12-28,257.940002,261.910004,249.800003,256.079987,256.079987,10992800,267.39849855,287.28140014
2018-12-31,260.160004,270.100006,260,267.660004,267.660004,13508900,266.34399875,285.34059998
2019-01-02,259.279999,269.75,256.579987,267.660004,267.660004,11679500,265.4204987,283.75960024
2019-01-03,270.200012,275.790009,264.429993,271.200012,271.200012,14969600,264.4654999,282.53020022
2019-01-04,281.880005,297.799988,278.540009,297.570007,297.570007,19330100,265.5775009,281.89080018
2019-01-07,302.100006,316.799988,301.649994,315.339996,315.339996,18620100,267.20050045,281.53440002
2019-01-08,319.980011,320.589996,308.01001,320.269989,320.269989,15359200,269.95699915,281.90320006
2019-01-09,317.709991,323.350006,313.5,319.959991,319.959991,13343200,272.4699981,282.04499998
2019-01-10,314.570007,325.369995,312.5,324.660004,324.660004,13472500,275.43699795,282.54160032
2019-01-11,330.959991,341.089996,328.519989,337.589996,337.589996,19500400,278.5724975,283.59660032
2019-01-14,334.23999,335.480011,329.130005,332.940002,332.940002,10499600,281.41849815,284.5392004
2019-01-15,349.600006,357.220001,347,354.640015,354.640015,21181200,285.8084991,285.59640072
2019-01-16,354,358.850006,348.109985,351.390015,351.390015,15385500,290.23800045,286.27660092
2019-01-17,349.5,355.790009,346.410004,353.190002,353.190002,18871200,294.35050045,287.15840084
2019-01-18,351.970001,353,336.730011,339.100006,339.100006,26621000,297.9670013,287.63160092
2019-01-22,334.890015,336.880005,321.029999,325.160004,325.160004,17941400,301.19600215,287.91800108
2019-01-23,328.25,331.75,318.600006,321.98999,321.98999,13480100,304.9760017,287.80780088
2019-01-24,320.600006,331.799988,319,326.670013,326.670013,11131600,309.6155021,287.98280088
2019-01-25,328.720001,340,328.51001,338.049988,338.049988,11152900,313.8345016,288.67440062
2019-01-28,334.700012,336.299988,328.880005,335.660004,335.660004,8652100,317.83900145,289.50620056
2019-01-29,335.869995,338.220001,328.149994,328.899994,328.899994,7655200,321.4800018,290.19620056
2019-01-30,332.75,341.779999,330.799988,340.660004,340.660004,9234500,325.1300018,291.27480042
2019-01-31,339.679993,345.98999,338.089996,339.5,339.5,8535500,328.7220016,292.26360046
2019-02-01,337.179993,346.839996,336.5,339.850006,339.850006,9827800,332.1545013,293.33640076
2019-02-04,342.600006,352,341.299988,351.339996,351.339996,9051400,334.84300075,294.95120056
2019-02-05,353.200012,360,352.899994,355.809998,355.809998,9046600,336.86650085,296.7278003
2019-02-06,357,357.040009,347.190002,352.190002,352.190002,6717700,338.4625015,298.52900024
2019-02-07,347.899994,348.75,339.019989,344.709991,344.709991,7864500,339.7000015,300.24679992
2019-02-08,338,348,338,347.570007,347.570007,7561400,340.84550165,301.9696002
2019-02-11,350,352.869995,344.809998,345.730011,345.730011,5454900,341.2525024,303.55160032
2019-02-12,348.089996,360,346.519989,359.970001,359.970001,10429400,342.60400235,305.09800046
2019-02-13,357.299988,359.600006,350.279999,351.769989,351.769989,10559100,342.46050105,306.35840024
2019-02-14,351.75,360.450012,348.329987,359.070007,359.070007,9295300,342.84450065,307.81720028
2019-02-15,358.470001,364.399994,355.5,356.869995,356.869995,9230000,343.0285003,309.14860042
2019-02-19,355.799988,365,355.320007,361.920013,361.920013,7396600,344.16950065,310.88040094
2019-02-20,364.850006,366.709991,356.700012,359.910004,359.910004,8110700,345.90700065,312.42100092
2019-02-21,360.029999,362.850006,353.880005,356.970001,356.970001,6227900,347.6560012,314.25760064
2019-02-22,360.339996,366.130005,360.049988,363.019989,363.019989,7088200,349.4735,316.12400018
2019-02-25,367.01001,371.48999,363.790009,363.910004,363.910004,7569300,350.7665008,318.09580012
2019-02-26,362.980011,365.700012,359.329987,364.970001,364.970001,4944600,352.23200065,319.89760004
2019-02-27,363.5,368.029999,359.799988,362.869995,362.869995,5629900,353.9305007,321.63460016
2019-02-28,362.470001,366.390015,357.709991,358.100006,358.100006,6186800,354.8025008,323.45980036
2019-03-01,362.26001,362.869995,354.690002,357.320007,357.320007,5526500,355.69350115,325.35020074
2019-03-04,359.720001,362.25,348.040009,351.040009,351.040009,7487000,356.2530013,326.95220088
2019-03-05,351.459991,356.170013,348.25,354.299988,354.299988,5937800,356.4010009,328.70280086
2019-03-06,353.600006,359.880005,351.700012,359.609985,359.609985,6211900,356.59100025,330.68340082
2019-03-07,360.160004,362.859985,350.5,352.600006,352.600006,6151300,356.61150045,332.80760096
2019-03-08,345.75,349.920013,342.470001,349.600006,349.600006,6898800,356.8560012,335.12200098
2019-03-11,352,358.980011,350.029999,358.859985,358.859985,5387300,357.4205001,337.22580072
2019-03-12,359.369995,360.130005,353.799988,356.269989,356.269989,5164600,357.947499,339.23980036
2019-03-13,355.809998,362.480011,352.769989,361.209991,361.209991,6444100,358.0094985,341.34240044
2019-03-14,360.5,363.839996,358.100006,358.820007,358.820007,5271400,358.3619994,343.1656005
2019-03-15,361.019989,364,358.890015,361.459991,361.459991,8444500,358.4814986,345.04160024
2019-03-18,362.470001,370.970001,361.859985,363.440002,363.440002,7194700,358.80999895,346.88640004
2019-03-19,366.399994,366.959991,356.799988,358.779999,358.779999,7541400,358.65299825,348.110599879999
2019-03-20,358.910004,375.899994,357.01001,375.220001,375.220001,10917200,359.4184981,349.30819998
2019-03-21,374,379,370.609985,377.869995,377.869995,8544000,360.4634978,350.4602001
2019-03-22,375.950012,376.429993,360.040009,361.01001,361.01001,8661300,360.36299885,351.28120048
2019-03-25,359,367.040009,357.440002,366.230011,366.230011,8473800,360.4789992,352.11260062
2019-03-26,367.869995,368.380005,358.019989,359.970001,359.970001,7666500,360.2289992,352.56020072
2019-03-27,361,362.470001,350.369995,353.369995,353.369995,7852400,359.7539992,352.96880058
2019-03-28,354.48999,355.940002,349.200012,354.609985,354.609985,4361000,359.57949815,352.96819998
2019-03-29,357.160004,358.25,353.709991,356.559998,356.559998,4705600,359.5414977,353.07159964
2019-04-01,359,368.329987,358.51001,366.959991,366.959991,7036100,360.3374968,353.34699942
2019-04-02,366.25,368.420013,362.220001,367.720001,367.720001,5158700,361.00849745,353.91939932
2019-04-03,369.26001,373.410004,366.190002,369.75,369.75,5368900,361.5154982,354.81119924
2019-04-04,370.070007,372.049988,362.399994,367.880005,367.880005,4627300,362.27949815,355.72899954
2019-04-05,369,369.799988,364.660004,365.48999,365.48999,3905500,363.07399735,356.50539908
2019-04-08,365.109985,365.940002,359.929993,361.410004,361.410004,4653800,363.2014983,356.9725994
2019-04-09,360.540009,366.73999,359,364.709991,364.709991,5439200,363.6234984,357.55359914
2019-04-10,365.790009,368.850006,362.25,363.920013,363.920013,4545600,363.7589995,358.25399952
2019-04-11,365,370.119995,360.809998,367.649994,367.649994,6526900,364.20049885,358.79379932
2019-04-12,360.690002,361.75,349.359985,351.140015,351.140015,15646200,363.68450005,359.02659962
2019-04-15,350.709991,352.209991,342.269989,348.869995,348.869995,8842300,362.9559997,359.2069994
2019-04-16,355,364.480011,352.720001,359.459991,359.459991,18740200,362.9899993,359.3693993
